configuration_id,resource_name,acquisition_count,total_wait_ns,total_cross_tenant_wait_ns,mean_wait_ns,max_wait_ns
cfg_0111000,reset,2455,0.0,0.0,0.0,0.0
cfg_0111000,switch_path,2455,2084.6251835264047,2084.6251835264047,0.8491344943081078,13.92247402337307
cfg_0111001,endpoint,2455,158551.56618137646,0.0,64.58312268080508,529.3813849296707
cfg_0111001,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0111001,link,2455,6484.593487729209,6484.593487729209,2.641382276060778,65.0
cfg_0111001,readout,2455,0.0,0.0,0.0,0.0
cfg_0111001,reset,2455,0.0,0.0,0.0,0.0
cfg_0111001,switch_path,2455,277.2521859825197,277.2521859825197,0.11293368064461087,15.0
cfg_0111010,endpoint,2455,830661.7873718011,0.0,338.3551068724241,2047.124827968768
cfg_0111010,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0111010,link,2455,24856.295419004247,24856.295419004247,10.124763918128004,65.0
cfg_0111010,readout,2455,0.0,0.0,0.0,0.0
cfg_0111010,reset,2455,28284.007658150727,28284.007658150727,11.520980716151008,40.0
cfg_0111010,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0111011,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0111011,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0111011,link,2455,18257.13925368761,18257.13925368761,7.436716600280085,65.0
cfg_0111011,readout,2455,0.0,0.0,0.0,0.0
cfg_0111011,reset,2455,17707.794563528216,17707.794563528216,7.212950942374019,40.0
cfg_0111011,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0111100,endpoint,2455,562951.3165137762,0.0,229.30807189970517,2007.124827968768
cfg_0111100,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0111100,link,2455,31932.876245349787,31932.876245349787,13.007281566333926,65.00000000000045
cfg_0111100,readout,2455,0.0,0.0,0.0,0.0
cfg_0111100,reset,2455,0.0,0.0,0.0,0.0
cfg_0111100,switch_path,2455,2084.6251835264047,2084.6251835264047,0.8491344943081078,13.92247402337307
cfg_0111101,endpoint,2455,158551.56618137646,0.0,64.58312268080508,529.3813849296707
