trace_id,base_schedule_id,repeat_id,schedule_profile,link_success_probability,condition_id,task_name,evaluator_label,runtime_mode,post_profile,distillation_depth,retry_limit,uses_prefetch,victim_remote_operation_count,victim_success_fraction,actual_generation_attempt_count,actual_retry_count,victim_mean_request_slowdown,victim_makespan_slowdown
a565797d9078427d18a8,base_0000,0,sparse_periodic,0.65,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,27,8,1.5371219384672774,1.0130357095316618
d2bc0bde96f167a4e26b,base_0000,0,sparse_periodic,0.65,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,27,8,1.5371219384672774,1.0130357095316618
2e6568c8743ad744adc8,base_0000,0,sparse_periodic,0.65,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,27,8,1.5371219384672774,1.0130357095316618
8f16bdf68680fe1ec6ca,base_0000,0,sparse_periodic,0.65,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,27,8,1.5371219384672774,1.0130357095316618
e77e0340ecd73f343fe7,base_0000,0,sparse_periodic,0.65,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,27,8,1.5371219384672774,1.0130357095316618
633cfc31af71b5d82895,base_0000,0,sparse_periodic,0.65,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,27,8,1.530929134490317,1.0130357095316618
977e0bb1f3548b249d82,base_0000,0,sparse_periodic,0.65,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,27,8,1.530929134490317,1.0130357095316618
2d5d7dc1a01f95803963,base_0000,0,sparse_periodic,0.8,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,19,1.0,0,0,1.5250488200377659,1.0130357095316618
d317bb2b94c927c1b45c,base_0000,0,sparse_periodic,0.8,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,19,1.0,23,4,1.312044235713196,1.0033762975111993
3188fe0731d0147e740a,base_0000,0,sparse_periodic,0.8,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,19,1.0,22,3,1.5833875778197402,1.0130458824509805
d4df755bcef57a0dafab,base_0000,0,sparse_periodic,0.8,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,19,1.0,24,5,1.5250488200377659,1.0130357095316618
78977169778223c49099,base_0000,0,sparse_periodic,0.8,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,19,1.0,25,6,1.3750348714555478,1.0129951760138665
6ba70a8a6f6224295430,base_0000,0,sparse_periodic,0.8,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,19,1.0,22,3,1.3617634791316624,1.014747138298152
b0655256fbe0093a0eda,base_0000,0,sparse_periodic,0.8,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,19,1.0,50,12,1.2548817138495039,1.010136093478221
ec4d4d0ecbd86ebcf25b,base_0000,0,sparse_periodic,0.8,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,19,1.0,94,18,2.6805784594391073,1.2380322171728364
a713c1acee59a1627efb,base_0000,0,sparse_periodic,0.8,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,19,0.8421052631578947,19,3,1.2939951241072722,1.0033762975111993
62fe92b150655e974a83,base_0000,0,sparse_periodic,0.8,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,19,0.9473684210526315,28,10,1.3550558944633415,1.014747138298152
b124c79e5bf16f293c91,base_0000,0,sparse_periodic,0.8,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,19,1.0,20,1,1.3271158491382997,1.0033762975111993
2543fabbe8bd830a5c10,base_0000,0,sparse_periodic,0.8,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,19,1.0,22,3,1.7500697429110943,1.0130662759970608
3e00584edea533b5666e,base_0000,0,sparse_periodic,0.8,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,19,1.0,98,22,4.4256202775723965,1.301737385014803
17ffe23e50066cdfc337,base_0000,0,sparse_periodic,0.8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,22,3,1.5250488200377659,1.0130357095316618
3d47595cfb3d61459bf3,base_0000,0,sparse_periodic,0.8,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,22,3,1.5250488200377659,1.0130357095316618
57c1965b7e54dbe2a78a,base_0000,0,sparse_periodic,0.8,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,22,3,1.5250488200377659,1.0130357095316618
e1c53d8e4035d884f156,base_0000,0,sparse_periodic,0.8,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,22,3,1.5250488200377659,1.0130357095316618
32a0ecc90c9446fe39d1,base_0000,0,sparse_periodic,0.8,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,22,3,1.5250488200377659,1.0130357095316618
e41f9f9a42dccb1e22a4,base_0000,0,sparse_periodic,0.8,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,24,5,1.5250488200377659,1.0130357095316618
39384a52127dcf28b0c9,base_0000,0,sparse_periodic,0.8,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,24,5,1.5250488200377659,1.0130357095316618
d48083f919ec02da922f,base_0000,0,sparse_periodic,0.95,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,19,1.0,0,0,1.5250488200377659,1.0130357095316618
6e0d94daf8ea9064297a,base_0000,0,sparse_periodic,0.95,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,19,1.0,22,3,1.339323093375207,1.0033762975111993
68b9f087249c207151ca,base_0000,0,sparse_periodic,0.95,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,19,1.0,20,1,1.5833875778197402,1.0130458824509805
67b3d200e1b74ca367d9,base_0000,0,sparse_periodic,0.95,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,19,1.0,20,1,1.5250488200377659,1.0130357095316618
225305fbf777da9fb31b,base_0000,0,sparse_periodic,0.95,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,19,1.0,22,3,1.3750348714555478,1.0129951760138665
658426d608336775ab80,base_0000,0,sparse_periodic,0.95,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,19,1.0,19,0,1.3545728060943714,1.0033762975111993
e5c039f80cae1c55eaff,base_0000,0,sparse_periodic,0.95,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,19,1.0,43,5,1.237412818351247,1.005275686133674
9e8c6b722d9ad3465fb2,base_0000,0,sparse_periodic,0.95,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,19,1.0,77,1,1.2036216264518231,1.008227567786038
5411d056fdd3266552c5,base_0000,0,sparse_periodic,0.95,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,19,0.8947368421052632,19,2,1.3601191472788674,1.003402502601536
b949737222a90aa52ecd,base_0000,0,sparse_periodic,0.95,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,19,1.0,20,1,1.3733697985755744,1.0033762975111993
a317300a1cdc68e540c2,base_0000,0,sparse_periodic,0.95,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,19,1.0,21,2,1.3651441061393554,1.0033762975111993
a26a63da302f2f97fbb2,base_0000,0,sparse_periodic,0.95,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,19,1.0,20,1,1.7500697429110943,1.0130662759970608
874803f4b32431245b15,base_0000,0,sparse_periodic,0.95,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,19,1.0,81,5,1.4560227639803311,1.0176233009121063
7c2a8b6f759307bb2a72,base_0000,0,sparse_periodic,0.95,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,19,0,1.5250488200377659,1.0130357095316618
0bd6926a62dc4fa233bc,base_0000,0,sparse_periodic,0.95,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,19,0,1.5250488200377659,1.0130357095316618
1d3cb017b9dec63a96af,base_0000,0,sparse_periodic,0.95,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,19,0,1.5250488200377659,1.0130357095316618
22007ef8998826c97006,base_0000,0,sparse_periodic,0.95,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,19,0,1.5250488200377659,1.0130357095316618
64a7e1fb89d288d15698,base_0000,0,sparse_periodic,0.95,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,19,0,1.5250488200377659,1.0130357095316618
48f8fb819424f13e2de3,base_0000,0,sparse_periodic,0.95,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,23,4,1.5250488200377659,1.0130357095316618
818d659e2193ecde51a4,base_0000,0,sparse_periodic,0.95,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,23,4,1.5250488200377659,1.0130357095316618
d6ea71ef3acd00957883,base_0000,1,sparse_periodic,0.65,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,19,1.0,0,0,1.5788402413730345,1.0137517737834012
0af05af9631245eec789,base_0000,1,sparse_periodic,0.65,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,19,0.9473684210526315,36,18,1.3195828150349624,1.0040833886750637
252607f878863fd9be86,base_0000,1,sparse_periodic,0.65,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,19,1.0,32,13,1.7868268571315091,1.0137625056789377
fe9da993a90362ff908a,base_0000,1,sparse_periodic,0.65,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,19,1.0,25,6,1.5788402413730345,1.0137517737834012
3aa640391ff6fbd42c79,base_0000,1,sparse_periodic,0.65,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,19,1.0,27,8,1.4134573152664534,1.013709013053798
267cbb15780a8dc69363,base_0000,1,sparse_periodic,0.65,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,19,1.0,30,11,1.2902984187595667,1.0040833886750637
d80b06db3b284f67c334,base_0000,1,sparse_periodic,0.65,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,19,1.0,64,26,1.33360830117732,1.0209502602228184
9cdd3a1b465044e91771,base_0000,1,sparse_periodic,0.65,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,19,1.0,101,25,3.8307004104387965,1.2586200216481453
4c9eeb9c8dd588656767,base_0000,1,sparse_periodic,0.65,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,19,0.631578947368421,19,7,1.2771755281272525,1.004115082337445
d4c438413d0649045511,base_0000,1,sparse_periodic,0.65,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,19,0.8947368421052632,24,7,1.291756207071913,1.0040833886750637
2d75d25cd74e2655d5e1,base_0000,1,sparse_periodic,0.65,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,19,0.9473684210526315,29,11,1.3155876972447003,1.0040833886750637
af8e5da76ba679c8d80b,base_0000,1,sparse_periodic,0.65,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,19,1.0,24,5,1.8269146305329067,1.0137840197996453
5afa18821971369dd285,base_0000,1,sparse_periodic,0.65,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,19,1.0,121,45,2.8730695512053956,1.3004391632842027
397b79387aefbb010d4f,base_0000,1,sparse_periodic,0.65,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,31,12,1.5941014972865895,1.0137517737834012
9e0a44ded271f3da1c4c,base_0000,1,sparse_periodic,0.65,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,31,12,1.5941014972865895,1.0137517737834012
050cc0964c009065eaae,base_0000,1,sparse_periodic,0.65,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,31,12,1.5941014972865895,1.0137517737834012
5b6096fc9211cb0b85f7,base_0000,1,sparse_periodic,0.65,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,31,12,1.5941014972865895,1.0137517737834012
e95e0949233ff0125cd9,base_0000,1,sparse_periodic,0.65,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,31,12,1.5941014972865895,1.0137517737834012
28fa3b99e894ba4fbb50,base_0000,1,sparse_periodic,0.65,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
507d0dc6655e9b9aceb3,base_0000,1,sparse_periodic,0.65,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
de348eceda42a4c477b7,base_0000,1,sparse_periodic,0.8,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,19,1.0,0,0,1.5788402413730345,1.0137517737834012
0f067dc0279fdd7f65b8,base_0000,1,sparse_periodic,0.8,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,19,1.0,23,4,1.3565304518482821,1.0040833886750637
580a7c88119953ab294f,base_0000,1,sparse_periodic,0.8,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,19,1.0,23,4,1.643155823747816,1.0137625056789377
2872e3f97f397cee59fb,base_0000,1,sparse_periodic,0.8,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,19,1.0,22,3,1.5788402413730345,1.0137517737834012
276f644c5e155efe6042,base_0000,1,sparse_periodic,0.8,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,19,1.0,21,2,1.4134573152664534,1.013709013053798
6edc6027387f8180d8db,base_0000,1,sparse_periodic,0.8,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,19,1.0,23,4,1.303263993601986,1.0040833886750637
2eedf3148210262b0fb9,base_0000,1,sparse_periodic,0.8,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,19,1.0,48,10,1.26512983139587,1.0088357544617321
ab79f348c0875b3047a8,base_0000,1,sparse_periodic,0.8,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,19,1.0,100,24,3.4131489231034307,1.2681053024826785
cbff18dad2fa7d9e76f5,base_0000,1,sparse_periodic,0.8,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,19,0.8421052631578947,19,3,1.2981048183528554,1.0040833886750637
085403d48bb44a0f1962,base_0000,1,sparse_periodic,0.8,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,19,0.9473684210526315,27,9,1.359660460218043,1.0040833886750637
dacc130d82179fb32016,base_0000,1,sparse_periodic,0.8,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,19,1.0,23,4,1.336274956341505,1.0040833886750637
1fa7aadefc91feaa37ed,base_0000,1,sparse_periodic,0.8,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,19,1.0,24,5,1.8269146305329067,1.0137840197996453
3840fe7afccc02c02361,base_0000,1,sparse_periodic,0.8,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,19,1.0,99,23,4.4700609766665105,1.2876723871569653
5e1dbf2ac9324bd262af,base_0000,1,sparse_periodic,0.8,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
ae17fa74ee5a87c9dcb6,base_0000,1,sparse_periodic,0.8,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
a4be0bf33f2bf8821bf9,base_0000,1,sparse_periodic,0.8,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
4e6fcbf3a7ac40c947f9,base_0000,1,sparse_periodic,0.8,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
3a8f0de1ea7eebf4b08a,base_0000,1,sparse_periodic,0.8,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,26,7,1.5788402413730345,1.0137517737834012
c68159c3edf93eec7512,base_0000,1,sparse_periodic,0.8,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,23,4,1.5788402413730345,1.0137517737834012
39ec3c9054984b0ddfc0,base_0000,1,sparse_periodic,0.8,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,23,4,1.5788402413730345,1.0137517737834012
f27b85ba4b944325cb0d,base_0000,1,sparse_periodic,0.95,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,19,1.0,0,0,1.5788402413730345,1.0137517737834012
651a15e799a4df6bd2f2,base_0000,1,sparse_periodic,0.95,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,19,1.0,19,0,1.328469190822491,1.0040833886750637
bc0e3cada3983c9b5316,base_0000,1,sparse_periodic,0.95,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,19,1.0,20,1,1.643155823747816,1.0137625056789377
91bb1ea37c9afa0c66c3,base_0000,1,sparse_periodic,0.95,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,19,1.0,21,2,1.5788402413730345,1.0137517737834012
270f7c5f34bceb5194ad,base_0000,1,sparse_periodic,0.95,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,19,1.0,19,0,1.4134573152664534,1.013709013053798
6f869f2abc26d4244a3c,base_0000,1,sparse_periodic,0.95,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,19,1.0,19,0,1.328469190822491,1.0040833886750637
7e4270521ea22d561711,base_0000,1,sparse_periodic,0.95,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,19,1.0,40,2,1.2453464249747388,1.0108315058855284
d2a7c407fd668c83b320,base_0000,1,sparse_periodic,0.95,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,19,1.0,80,4,1.5087005745890194,1.0122462189897352
8da418d22ce871612dc0,base_0000,1,sparse_periodic,0.95,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,19,1.0,19,0,1.328469190822491,1.0040833886750637
6e716a9eaa5e7a6c0ecd,base_0000,1,sparse_periodic,0.95,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,19,1.0,19,0,1.328469190822491,1.0040833886750637
27a1850cbe3a26e6fa89,base_0000,1,sparse_periodic,0.95,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,19,1.0,20,1,1.3472661833036939,1.0040833886750637
ad020d62796db3472cc8,base_0000,1,sparse_periodic,0.95,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,19,1.0,19,0,1.8269146305329067,1.0137840197996453
fced71c1fc706d310a97,base_0000,1,sparse_periodic,0.95,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,19,1.0,84,8,2.13600202522419,1.0452514569771083
e46ae1f9b816cf7930d8,base_0000,1,sparse_periodic,0.95,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,19,1.0,20,1,1.5788402413730345,1.0137517737834012
ad4f3297812980bca87a,base_0000,1,sparse_periodic,0.95,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,19,1.0,20,1,1.5788402413730345,1.0137517737834012
dda2b2fd0707efb78da6,base_0000,1,sparse_periodic,0.95,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,19,1.0,20,1,1.5788402413730345,1.0137517737834012
fc45a2410333e5b52cc9,base_0000,1,sparse_periodic,0.95,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,19,1.0,20,1,1.5788402413730345,1.0137517737834012
ebe343e3e3d44a5d342a,base_0000,1,sparse_periodic,0.95,protocol_control_teledata,protocol_label_only_control,teledata,prefetch,telegate,0,4,True,19,1.0,20,1,1.5788402413730345,1.0137517737834012
e08411abb2ff53c774c4,base_0000,1,sparse_periodic,0.95,service_control_low_latency,service_label_only_control,low_latency,prefetch,telegate,0,4,True,19,1.0,19,0,1.5788402413730345,1.0137517737834012
4c5026c76ef1c11b0304,base_0000,1,sparse_periodic,0.95,service_control_high_fidelity,service_label_only_control,high_fidelity,prefetch,telegate,0,4,True,19,1.0,19,0,1.5788402413730345,1.0137517737834012
1d4b46de2eaab71014d3,base_0001,0,dense_periodic,0.65,protocol_direct,protocol_inference,direct_transfer,direct,baseline,0,1,False,39,1.0,0,0,12.3946057896919,1.1750288221421743
9d23ae7650e8bff510aa,base_0001,0,dense_periodic,0.65,protocol_on_demand,protocol_inference,on_demand_epr,custom_epr,baseline,0,4,False,39,0.9743589743589743,51,13,1.4636932656582164,1.004884234893626
f312794879a50bbb4590,base_0001,0,dense_periodic,0.65,protocol_prefetch,protocol_inference,prefetched_epr,prefetch,prefetched,0,4,True,39,1.0,64,25,3.090152116116746,1.0125774178002136
253bf39d51c68edafd83,base_0001,0,dense_periodic,0.65,protocol_telegate,protocol_inference,telegate,prefetch,telegate,0,4,True,39,1.0,62,23,2.876431653052286,1.0125678694858316
591eeed922e14bfe0b56,base_0001,0,dense_periodic,0.65,protocol_teledata,protocol_inference,teledata,prefetch,teledata,0,4,True,39,1.0,63,24,3.0310222307956343,1.052223684556591
d1722543fe7ea4c2d6c6,base_0001,0,dense_periodic,0.65,distill_0,distillation_depth_inference,distill_0,custom_epr,baseline,0,6,False,39,1.0,62,23,1.7732400130459562,1.0171449272899558
ac3f1ff99a718f49f3d4,base_0001,0,dense_periodic,0.65,distill_1,distillation_depth_inference,distill_1,custom_epr,baseline,1,6,False,39,1.0,118,40,4.914327446439444,1.457778702163062
e147d68fcb9fde574733,base_0001,0,dense_periodic,0.65,distill_2,distillation_depth_inference,distill_2,custom_epr,baseline,2,6,False,39,1.0,235,79,2.580111139359564,1.2496311907270812
7db6498d7c783e276f4a,base_0001,0,dense_periodic,0.65,retry_1,retry_policy_inference,retry_1,custom_epr,baseline,0,1,False,39,0.6923076923076923,39,12,1.292687729472519,1.003166394115581
23d95a3cde28ce1cf757,base_0001,0,dense_periodic,0.65,retry_2,retry_policy_inference,retry_2,custom_epr,baseline,0,2,False,39,0.9230769230769231,49,13,1.3888650611537612,1.0031288453318683
b8fb37533913d79034af,base_0001,0,dense_periodic,0.65,retry_4,retry_policy_inference,retry_4,custom_epr,baseline,0,4,False,39,1.0,56,17,1.5106723802559165,1.0031288453318683
cf942aa522b39a545198,base_0001,0,dense_periodic,0.65,service_low_latency,service_class_inference,low_latency,prefetch,low_latency,0,1,True,39,1.0,69,30,8.747895705433567,1.0125965580206384
5830d134f46f20c44eef,base_0001,0,dense_periodic,0.65,service_high_fidelity,service_class_inference,high_fidelity,custom_epr,high_fidelity,2,6,False,39,0.9743589743589743,244,90,2.5132424093472383,1.243687252814116
abb0b54d76b1b4b9d7e5,base_0001,0,dense_periodic,0.65,protocol_control_direct_transfer,protocol_label_only_control,direct_transfer,prefetch,telegate,0,4,True,39,1.0,70,31,5.580639102451869,1.0715478493459294
85b22814475e5a493850,base_0001,0,dense_periodic,0.65,protocol_control_on_demand_epr,protocol_label_only_control,on_demand_epr,prefetch,telegate,0,4,True,39,1.0,70,31,5.580639102451869,1.0715478493459294
80f20dbf737788f21264,base_0001,0,dense_periodic,0.65,protocol_control_prefetched_epr,protocol_label_only_control,prefetched_epr,prefetch,telegate,0,4,True,39,1.0,70,31,5.580639102451869,1.0715478493459294
0fe1648249baeb0906da,base_0001,0,dense_periodic,0.65,protocol_control_telegate,protocol_label_only_control,telegate,prefetch,telegate,0,4,True,39,1.0,70,31,5.580639102451869,1.0715478493459294
