scenario_name,same_module,shared_components,shared_component_count,expected_mechanism,workload_name,trial_id,victim_phase_ns,probe_count,affected_probe_count,affected_probe_fraction,mean_excess_turnaround_ns,median_excess_turnaround_ns,p95_excess_turnaround_ns,max_excess_turnaround_ns,total_excess_turnaround_ns,attacker_baseline_mean_wait_ns,attacker_combined_mean_wait_ns,victim_request_count,victim_baseline_mean_latency_ns,victim_combined_mean_latency_ns,victim_mean_latency_slowdown,victim_baseline_makespan_ns,victim_combined_makespan_ns,victim_makespan_slowdown,max_causal_accounting_error_ns
shared_module_fully_independent,True,none,0,module_colocation_without_pipeline_sharing,periodic_sparse,9,277.09234986561523,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,205.0,1.0,19105.0,19105.0,1.0,0.0
shared_local_route_only,True,local_route,1,local_route_wait,periodic_sparse,9,277.09234986561523,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,208.12377047287058,1.01523790474571,19105.0,19105.0,1.0,0.0
shared_communication_qubit_only,True,communication_qubit,1,communication_qubit_reuse_wait,periodic_sparse,9,277.09234986561523,48,10,0.20833333333333334,15.852572888669906,0.0,121.0923498656153,142.0923498656157,760.9234986561555,0.0,15.852572888669906,22,205.0,258.4041728005733,1.2605081600027965,19105.0,19105.0,1.0,0.0
shared_interconnect_port_only,True,interconnect_port,1,interconnect_port_wait,periodic_sparse,9,277.09234986561523,48,3,0.0625,3.255771866600971,0.0,33.86002741264983,52.09234986561569,156.2770495968466,0.0,3.255771866600971,22,205.0,223.5202682184685,1.0903427717974072,19105.0,19105.0,1.0,0.0
shared_reset_engine_only,True,reset_engine,1,late_reset_recovery_wait,periodic_sparse,9,277.09234986561523,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,209.48740683650695,1.0218897894463754,19105.0,19105.0,1.0,0.0
shared_endpoint_without_reset,True,local_route;communication_qubit;interconnect_port,3,active_endpoint_contention,periodic_sparse,9,277.09234986561523,48,10,0.20833333333333334,15.852572888669906,0.0,121.0923498656153,142.0923498656157,760.9234986561555,0.0,15.852572888669906,22,205.0,258.4041728005733,1.2605081600027965,19105.0,19105.0,1.0,0.0
shared_full_endpoint_pipeline,True,local_route;communication_qubit;interconnect_port;reset_engine,4,full_endpoint_pipeline_contention,periodic_sparse,9,277.09234986561523,48,10,0.20833333333333334,15.852572888669906,0.0,121.0923498656153,142.0923498656157,760.9234986561555,0.0,15.852572888669906,22,205.0,258.4041728005733,1.2605081600027965,19105.0,19105.0,1.0,0.0
separate_modules_control,False,none,0,no_cross_tenant_endpoint_contention,periodic_sparse,10,219.0784890680216,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,205.0,1.0,19105.0,19105.0,1.0,0.0
shared_module_fully_independent,True,none,0,module_colocation_without_pipeline_sharing,periodic_sparse,10,219.0784890680216,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,205.0,1.0,19105.0,19105.0,1.0,0.0
shared_local_route_only,True,local_route,1,local_route_wait,periodic_sparse,10,219.0784890680216,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,205.0,207.85293330890607,1.0139167478483224,19105.0,19105.0,1.0,0.0
