scheduler_policy,queue_depth,tenant_count,hub_capacity,link_capacity,communication_qubits_per_module,priority_profile,decision_interval_ns,lookahead_window_ns,preemption_allowed,epr_prefetch_enabled,trial_count,mean_remote_latency_ns,p95_remote_latency_ns,p99_remote_latency_ns,mean_queue_delay_ns,p95_queue_delay_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_failure_transition_fraction,mean_observable_change_fraction,mean_signed_attacker_change_ns,mean_absolute_attacker_change_ns,mean_victim_slowdown_ratio_successful_only,victim_success_probability,tenant_success_fairness,tenant_wait_fairness,hub_utilization,link_utilization,communication_qubit_utilization,scheduler_reordering_rate,deadline_miss_fraction,mean_phase_boundary_visibility,mean_preemption_count,mean_epr_expiration_fraction,mean_queue_occupancy,mean_maximum_queue_occupancy,request_rejection_fraction
link_aware,32,4,2,1,2,equal,0,500,False,False,15,780.0336012889856,2743.306666666666,3013.391333333333,664.868787251436,2626.7733333333326,0.008333333333333333,0.0,0.4472222222222222,0.45555555555555555,2.4597222222222226,2.4597222222222226,1.0,0.5333333333333333,0.8668963506829216,0.4595893507736364,0.28019079046719153,0.16942253613494637,0.11207631618687662,0.044050716105621696,0.39319482093912833,0.42755825734549135,0.0,0.0,3.00346045810374,24.466666666666665,0.2637017070979335
link_aware,32,4,2,1,2,equal,0,2000,False,False,15,717.2786824956501,2743.3733333333325,3001.496,602.428015189177,2626.8299999999995,0.004166666666666667,0.0,0.3222222222222222,0.3263888888888889,1.347222222222222,1.347222222222222,1.0,0.4666666666666667,0.8894654997540988,0.45032671451134354,0.2922269733928092,0.1735953431920956,0.11689078935712366,0.043242353082676245,0.3449054834054834,0.30727607039663773,0.0,0.0,2.953216075064958,24.333333333333332,0.22551662174303683
link_aware,32,4,2,1,2,equal,20,0,False,False,15,724.4240687071368,2832.566666666666,3195.972666666667,609.770961652494,2715.8999999999996,0.006944444444444444,0.0,0.2513888888888889,0.25833333333333336,4.25,4.25,1.0021058965102287,0.4,0.9207138424042007,0.5209873353458243,0.3036794532002973,0.17930274093425,0.12147178128011892,0.04334398959961828,0.3202810567042066,0.21852227100454052,0.0,0.0,3.150389405506791,24.333333333333332,0.1985624438454627
link_aware,32,4,2,1,2,equal,20,500,False,False,15,766.4316469289026,2861.7166666666662,3126.4533333333334,652.0890559639485,2745.5499999999997,0.005555555555555555,0.0,0.2513888888888889,0.2569444444444444,5.444444444444445,5.444444444444445,1.0,0.4,0.8980419968057085,0.5402797722152627,0.29176484208061143,0.1702030245093666,0.11670593683224458,0.045056862843953056,0.3390878108819285,0.205756313557732,0.0,0.0,3.069945616089508,24.333333333333332,0.2210242587601078
link_aware,32,4,2,1,2,equal,20,2000,False,False,15,741.8702958984792,2774.723333333333,3094.57,627.284431124679,2659.6899999999996,0.0013888888888888887,0.0013888888888888887,0.2513888888888889,0.25416666666666665,1.3333333333333333,2.6666666666666665,1.0003003003003004,0.4,0.9086489315632039,0.5269848656026264,0.2999350645770177,0.17654650908126343,0.11997402583080707,0.04211514305398944,0.3294627968489448,0.17462750106428265,0.0,0.0,3.1474735705448182,24.266666666666666,0.20754716981132076
link_aware,32,4,2,1,2,equal,100,0,False,False,15,1721.4079265560988,5560.9766666666665,6161.618666666666,1606.3745337308033,5443.436666666666,0.008333333333333333,0.0027777777777777775,0.5097222222222222,0.5208333333333334,0.5555555555555556,1.1111111111111112,1.0,0.2,0.7603545049041281,0.4904946561486734,0.2372387166317982,0.14258060098644262,0.09489548665271928,0.07869291411246147,0.5550056344140785,0.30202440041893547,0.0,0.0,6.063621889758385,27.933333333333334,0.3751123090745732
link_aware,32,4,2,1,2,equal,100,500,False,False,15,1528.7140440348674,5401.886666666666,6061.782666666667,1413.2073191625298,5283.793333333332,0.005555555555555555,0.0,0.5097222222222222,0.5152777777777778,0.5555555555555556,0.5555555555555556,1.0,0.2,0.8364892097432254,0.5439844736817407,0.2551806159242439,0.15753131339479207,0.10207224636969756,0.07698741974676686,0.5093523271478679,0.2810769182508313,0.0,0.0,6.086123259876907,28.0,0.3274932614555256
link_aware,32,4,2,1,2,equal,100,2000,False,False,15,1511.2135388734025,5330.363333333332,6007.424,1396.0589822894258,5213.063333333333,0.01111111111111111,0.0013888888888888887,0.44583333333333336,0.4583333333333333,0.9722222222222222,1.25,1.0,0.2,0.8206353854662299,0.5132666004858186,0.2576498405029172,0.1558733326436806,0.1030599362011669,0.06601723564913825,0.5031774542661639,0.2542035259426564,0.0,0.0,5.96986908806699,28.0,0.3225516621743037
longest_waiting_first,32,4,2,1,2,equal,0,0,False,False,15,766.6185992136452,2323.393333333333,2592.7813333333334,651.6896996009143,2211.5599999999995,0.015277777777777777,0.0,0.44166666666666665,0.45694444444444443,6.969444444444445,6.969444444444445,1.0,0.4666666666666667,0.8291659131121849,0.43621858827668397,0.27216580962009146,0.1629061822504025,0.10886632384803659,0.02849317504183431,0.4079759310371264,0.4139817629179331,0.0,0.0,2.812856707339955,24.4,0.27942497753818507
longest_waiting_first,32,4,2,1,2,equal,0,500,False,False,15,757.9648046237091,2339.4666666666662,2602.7633333333333,642.7798016934589,2226.933333333333,0.013888888888888888,0.0,0.4472222222222222,0.4611111111111111,10.931944444444444,10.931944444444444,1.0,0.5333333333333333,0.8622093106005332,0.4636872495896422,0.2782681491079616,0.16834903759048012,0.11130725964318464,0.02512622916051018,0.40273486422917165,0.4326747720364742,0.0,0.0,2.8692942767792093,24.466666666666665,0.26864330637915546
longest_waiting_first,32,4,2,1,2,equal,0,2000,False,False,15,746.1891655563121,2331.72,2587.537333333333,631.068400991439,2218.4599999999996,0.00972222222222222,0.0,0.44166666666666665,0.4513888888888889,6.331944444444445,6.331944444444445,1.0,0.4666666666666667,0.863031767161763,0.4414957727609278,0.2768848544102081,0.16738793330578064,0.11075394176408325,0.02906227523747484,0.3960451362363127,0.39561890787129234,0.0,0.0,2.8022028585145913,24.466666666666665,0.26774483378256964
longest_waiting_first,32,4,2,1,2,equal,20,0,False,False,15,698.1109053426036,2373.7733333333326,2686.6420000000003,583.4526313681051,2260.506666666666,0.016666666666666666,0.0,0.2513888888888889,0.26805555555555555,7.716666666666667,7.716666666666667,1.0,0.4,0.9208231609906982,0.5595453352642642,0.3040280387328585,0.179581609360299,0.12161121549314341,0.026639932997182873,0.3232290237698207,0.28303951367781155,0.0,0.0,3.039585704184178,24.4,0.1976639712488769
longest_waiting_first,32,4,2,1,2,equal,20,500,False,False,15,738.1999768849986,2403.2933333333326,2670.7366666666667,623.8573859200443,2290.459999999999,0.008333333333333333,0.0,0.2513888888888889,0.2597222222222222,6.361111111111112,6.361111111111112,1.0,0.4,0.8980419968057085,0.5436452886246084,0.29176484208061143,0.1702030245093666,0.11670593683224458,0.029276902995295884,0.34226517273576096,0.21904761904761905,0.0,0.0,2.989261811687075,24.333333333333332,0.2210242587601078
longest_waiting_first,32,4,2,1,2,equal,20,2000,False,False,15,713.18609676428,2373.4833333333327,2677.65,598.6002319904799,2261.7166666666662,0.00972222222222222,0.0,0.2513888888888889,0.2611111111111111,7.694444444444445,7.694444444444445,1.0,0.4,0.9086489315632039,0.5303964776637452,0.2999350645770177,0.17654650908126343,0.11997402583080707,0.02753544830318484,0.3348208946335132,0.21345072144778673,0.0,0.0,3.0402647362650934,24.266666666666666,0.20754716981132076
longest_waiting_first,32,4,2,1,2,equal,100,0,False,False,15,1698.4030850596448,4509.626666666666,5013.822,1583.459977005244,4394.719999999999,0.07222222222222222,0.0027777777777777775,0.5097222222222222,0.5847222222222223,36.38888888888889,37.22222222222222,1.0,0.2,0.746785524304228,0.5710664100058432,0.235091852342124,0.14039934630915024,0.0940367409368496,0.04348802555938206,0.583510207797684,0.4126194612038899,0.0,0.0,5.8076823470385035,27.933333333333334,0.3805031446540881
longest_waiting_first,32,4,2,1,2,equal,100,500,False,False,15,1463.1088764167002,4459.773333333333,4983.044,1347.6354241306456,4345.679999999999,0.06944444444444443,0.0,0.5097222222222222,0.5791666666666667,43.47222222222222,43.47222222222222,1.0,0.26666666666666666,0.8375719790292491,0.592103501434379,0.25650113035775474,0.15805951916819644,0.1026004521431019,0.04995133274395158,0.5314603824912174,0.3847873346920861,0.0,0.0,5.832572546290965,28.0,0.3238993710691824
longest_waiting_first,32,4,2,1,2,equal,100,2000,False,False,15,1463.0872501963336,4447.33,4982.974,1347.9567136345252,4332.413333333333,0.09166666666666666,0.0,0.44583333333333336,0.5375,78.47222222222223,78.47222222222223,1.0,0.2,0.8218167252746149,0.5928293817484243,0.2593284624853597,0.15668815061228483,0.10373138499414387,0.04286684135203323,0.5266251666844646,0.4952385329533965,0.0,0.0,5.801255481390019,28.0,0.31805929919137466
