attacker_request_id,rate_name,rate_multiplier,probe_round_period_ns,probe_round_id,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
32,rate_4p00x_sat,4.0,105,32,4360,4390,4390,9180,9290,110,4790,4900,module_3,module_4,74,160,270,4660,4630,4630,True
33,rate_4p00x_sat,4.0,105,33,4465,4495,4495,9290,9400,110,4795,4905,module_3,module_4,75,165,275,4770,4630,4630,True
34,rate_4p00x_sat,4.0,105,34,4570,4600,4600,9400,9510,110,4800,4910,module_3,module_4,76,170,280,4880,4630,4630,True
35,rate_4p00x_sat,4.0,105,35,4675,4705,4705,9510,9620,110,4805,4915,module_3,module_4,77,175,285,4990,4630,4630,True
36,rate_4p00x_sat,4.0,105,36,4780,4810,4810,9620,9730,110,4810,4920,module_3,module_4,78,180,290,5100,4630,4630,True
37,rate_4p00x_sat,4.0,105,37,4885,4915,4915,9730,9840,110,4815,4925,module_3,module_4,79,185,295,5210,4630,4630,True
38,rate_4p00x_sat,4.0,105,38,4990,5020,5020,9840,9950,110,4820,4930,module_3,module_4,80,190,300,5320,4630,4630,True
39,rate_4p00x_sat,4.0,105,39,5095,5125,5125,9950,10060,110,4825,4935,module_3,module_4,81,195,305,5430,4630,4630,True
40,rate_4p00x_sat,4.0,105,40,5200,5230,5230,10060,10170,110,4830,4940,module_3,module_4,82,200,310,5540,4630,4630,True
41,rate_4p00x_sat,4.0,105,41,5305,5335,5335,10170,10280,110,4835,4945,module_3,module_4,83,205,315,5650,4630,4630,True
42,rate_4p00x_sat,4.0,105,42,5410,5440,5440,10280,10390,110,4840,4950,module_3,module_4,84,210,320,5760,4630,4630,True
43,rate_4p00x_sat,4.0,105,43,5515,5545,5545,10390,10500,110,4845,4955,module_3,module_4,85,215,325,5870,4630,4630,True
44,rate_4p00x_sat,4.0,105,44,5620,5650,5650,10500,10610,110,4850,4960,module_3,module_4,86,220,330,5980,4630,4630,True
45,rate_4p00x_sat,4.0,105,45,5725,5755,5755,10610,10720,110,4855,4965,module_3,module_4,87,225,335,6090,4630,4630,True
46,rate_4p00x_sat,4.0,105,46,5830,5860,5860,10720,10830,110,4860,4970,module_3,module_4,88,230,340,6200,4630,4630,True
47,rate_4p00x_sat,4.0,105,47,5935,5965,5965,10830,10940,110,4865,4975,module_3,module_4,89,235,345,6310,4630,4630,True
48,rate_4p00x_sat,4.0,105,48,6040,6070,6070,10940,11050,110,4870,4980,module_3,module_4,90,240,350,6420,4630,4630,True
49,rate_4p00x_sat,4.0,105,49,6145,6175,6175,11050,11160,110,4875,4985,module_3,module_4,91,245,355,6530,4630,4630,True
50,rate_4p00x_sat,4.0,105,50,6250,6280,6280,11160,11270,110,4880,4990,module_3,module_4,92,250,360,6640,4630,4630,True
51,rate_4p00x_sat,4.0,105,51,6355,6385,6385,11270,11380,110,4885,4995,module_3,module_4,93,255,365,6750,4630,4630,True
52,rate_4p00x_sat,4.0,105,52,6460,6490,6490,11380,11490,110,4890,5000,module_3,module_4,94,260,370,6860,4630,4630,True
53,rate_4p00x_sat,4.0,105,53,6565,6595,6595,11490,11600,110,4895,5005,module_3,module_4,95,265,375,6970,4630,4630,True
54,rate_4p00x_sat,4.0,105,54,6670,6700,6700,11600,11710,110,4900,5010,module_3,module_4,96,270,380,7080,4630,4630,True
55,rate_4p00x_sat,4.0,105,55,6775,6805,6805,11710,11820,110,4905,5015,module_3,module_4,97,275,385,7190,4630,4630,True
56,rate_4p00x_sat,4.0,105,56,6880,6910,6910,11820,11930,110,4910,5020,module_3,module_4,98,280,390,7300,4630,4630,True
57,rate_4p00x_sat,4.0,105,57,6985,7015,7015,11930,12040,110,4915,5025,module_3,module_4,99,285,395,7410,4630,4630,True
58,rate_4p00x_sat,4.0,105,58,7090,7120,7120,12040,12150,110,4920,5030,module_3,module_4,100,290,400,7520,4630,4630,True
59,rate_4p00x_sat,4.0,105,59,7195,7225,7225,12150,12260,110,4925,5035,module_3,module_4,101,295,405,7630,4630,4630,True
60,rate_4p00x_sat,4.0,105,60,7300,7330,7330,12260,12370,110,4930,5040,module_3,module_4,102,300,410,7740,4630,4630,True
61,rate_4p00x_sat,4.0,105,61,7405,7435,7435,12370,12480,110,4935,5045,module_3,module_4,103,305,415,7850,4630,4630,True
62,rate_4p00x_sat,4.0,105,62,7510,7540,7540,12480,12590,110,4940,5050,module_3,module_4,104,310,420,7960,4630,4630,True
63,rate_4p00x_sat,4.0,105,63,7615,7645,7645,12590,12700,110,4945,5055,module_3,module_4,105,315,425,8070,4630,4630,True
64,rate_4p00x_sat,4.0,105,64,7720,7750,7750,12700,12810,110,4950,5060,module_3,module_4,106,320,430,8180,4630,4630,True
65,rate_4p00x_sat,4.0,105,65,7825,7855,7855,12810,12920,110,4955,5065,module_3,module_4,107,325,435,8290,4630,4630,True
66,rate_4p00x_sat,4.0,105,66,7930,7960,7960,12920,13030,110,4960,5070,module_3,module_4,108,330,440,8400,4630,4630,True
67,rate_4p00x_sat,4.0,105,67,8035,8065,8065,13030,13140,110,4965,5075,module_3,module_4,109,335,445,8510,4630,4630,True
68,rate_4p00x_sat,4.0,105,68,8140,8170,8170,13140,13250,110,4970,5080,module_3,module_4,110,340,450,8620,4630,4630,True
69,rate_4p00x_sat,4.0,105,69,8245,8275,8275,13250,13360,110,4975,5085,module_3,module_4,111,345,455,8730,4630,4630,True
70,rate_4p00x_sat,4.0,105,70,8350,8380,8380,13360,13470,110,4980,5090,module_3,module_4,112,350,460,8840,4630,4630,True
71,rate_4p00x_sat,4.0,105,71,8455,8485,8485,13470,13580,110,4985,5095,module_3,module_4,113,355,465,8950,4630,4630,True
72,rate_4p00x_sat,4.0,105,72,8560,8590,8590,13580,13690,110,4990,5100,module_3,module_4,114,360,470,9060,4630,4630,True
73,rate_4p00x_sat,4.0,105,73,8665,8695,8695,13690,13800,110,4995,5105,module_3,module_4,115,365,475,9170,4630,4630,True
74,rate_4p00x_sat,4.0,105,74,8770,8800,8800,13800,13910,110,5000,5110,module_3,module_4,116,370,480,9280,4630,4630,True
75,rate_4p00x_sat,4.0,105,75,8875,8905,8905,13910,14020,110,5005,5115,module_3,module_4,117,375,485,9390,4630,4630,True
76,rate_4p00x_sat,4.0,105,76,8980,9010,9010,14020,14130,110,5010,5120,module_3,module_4,118,380,490,9500,4630,4630,True
77,rate_4p00x_sat,4.0,105,77,9085,9115,9115,14130,14240,110,5015,5125,module_3,module_4,119,385,495,9610,4630,4630,True
78,rate_4p00x_sat,4.0,105,78,9190,9220,9220,14240,14350,110,5020,5130,module_3,module_4,120,390,500,9720,4630,4630,True
79,rate_4p00x_sat,4.0,105,79,9295,9325,9325,14350,14460,110,5025,5135,module_3,module_4,121,395,505,9830,4630,4630,True
80,rate_4p00x_sat,4.0,105,80,9400,9430,9430,14460,14570,110,5030,5140,module_3,module_4,122,400,510,9940,4630,4630,True
81,rate_4p00x_sat,4.0,105,81,9505,9535,9535,14570,14680,110,5035,5145,module_3,module_4,123,405,515,10050,4630,4630,True
82,rate_4p00x_sat,4.0,105,82,9610,9640,9640,14680,14790,110,5040,5150,module_3,module_4,124,410,520,10160,4630,4630,True
83,rate_4p00x_sat,4.0,105,83,9715,9745,9745,14790,14900,110,5045,5155,module_3,module_4,125,415,525,10270,4630,4630,True
84,rate_4p00x_sat,4.0,105,84,9820,9850,9850,14900,15010,110,5050,5160,module_3,module_4,126,420,530,10380,4630,4630,True
85,rate_4p00x_sat,4.0,105,85,9925,9955,9955,15010,15120,110,5055,5165,module_3,module_4,127,425,535,10490,4630,4630,True
86,rate_4p00x_sat,4.0,105,86,10030,10060,10060,15120,15230,110,5060,5170,module_3,module_4,128,430,540,10600,4630,4630,True
87,rate_4p00x_sat,4.0,105,87,10135,10165,10165,15230,15340,110,5065,5175,module_3,module_4,129,435,545,10710,4630,4630,True
88,rate_4p00x_sat,4.0,105,88,10240,10270,10270,15340,15450,110,5070,5180,module_3,module_4,130,440,550,10820,4630,4630,True
89,rate_4p00x_sat,4.0,105,89,10345,10375,10375,15450,15560,110,5075,5185,module_3,module_4,131,445,555,10930,4630,4630,True
90,rate_4p00x_sat,4.0,105,90,10450,10480,10480,15560,15670,110,5080,5190,module_3,module_4,132,450,560,11040,4630,4630,True
91,rate_4p00x_sat,4.0,105,91,10555,10585,10585,15670,15780,110,5085,5195,module_3,module_4,133,455,565,11150,4630,4630,True
92,rate_4p00x_sat,4.0,105,92,10660,10690,10690,15780,15890,110,5090,5200,module_3,module_4,134,460,570,11260,4630,4630,True
93,rate_4p00x_sat,4.0,105,93,10765,10795,10795,15890,16000,110,5095,5205,module_3,module_4,135,465,575,11370,4630,4630,True
94,rate_4p00x_sat,4.0,105,94,10870,10900,10900,16000,16110,110,5100,5210,module_3,module_4,136,470,580,11480,4630,4630,True
95,rate_4p00x_sat,4.0,105,95,10975,11005,11005,16110,16220,110,5105,5215,module_3,module_4,137,475,585,11590,4630,4630,True
96,rate_4p00x_sat,4.0,105,96,11080,11110,11110,16220,16330,110,5110,5220,module_3,module_4,138,480,590,11700,4630,4630,True
97,rate_4p00x_sat,4.0,105,97,11185,11215,11215,16330,16440,110,5115,5225,module_3,module_4,139,485,595,11810,4630,4630,True
98,rate_4p00x_sat,4.0,105,98,11290,11320,11320,16440,16550,110,5120,5230,module_3,module_4,140,490,600,11920,4630,4630,True
99,rate_4p00x_sat,4.0,105,99,11395,11425,11425,16550,16660,110,5125,5235,module_3,module_4,141,495,605,12030,4630,4630,True
100,rate_4p00x_sat,4.0,105,100,11500,11530,11530,16660,16770,110,5130,5240,module_3,module_4,142,500,610,12140,4630,4630,True
101,rate_4p00x_sat,4.0,105,101,11605,11635,11635,16770,16880,110,5135,5245,module_3,module_4,143,505,615,12250,4630,4630,True
102,rate_4p00x_sat,4.0,105,102,11710,11740,11740,16880,16990,110,5140,5250,module_3,module_4,144,510,620,12360,4630,4630,True
103,rate_4p00x_sat,4.0,105,103,11815,11845,11845,16990,17100,110,5145,5255,module_3,module_4,145,515,625,12470,4630,4630,True
104,rate_4p00x_sat,4.0,105,104,11920,11950,11950,17100,17210,110,5150,5260,module_3,module_4,146,520,630,12580,4630,4630,True
105,rate_4p00x_sat,4.0,105,105,12025,12055,12055,17210,17320,110,5155,5265,module_3,module_4,147,525,635,12690,4630,4630,True
106,rate_4p00x_sat,4.0,105,106,12130,12160,12160,17320,17430,110,5160,5270,module_3,module_4,148,530,640,12800,4630,4630,True
107,rate_4p00x_sat,4.0,105,107,12235,12265,12265,17430,17540,110,5165,5275,module_3,module_4,149,535,645,12910,4630,4630,True
108,rate_4p00x_sat,4.0,105,108,12340,12370,12370,17540,17650,110,5170,5280,module_3,module_4,150,540,650,13020,4630,4630,True
109,rate_4p00x_sat,4.0,105,109,12445,12475,12475,17650,17760,110,5175,5285,module_3,module_4,151,545,655,13130,4630,4630,True
110,rate_4p00x_sat,4.0,105,110,12550,12580,12580,17760,17870,110,5180,5290,module_3,module_4,152,550,660,13240,4630,4630,True
111,rate_4p00x_sat,4.0,105,111,12655,12685,12685,17870,17980,110,5185,5295,module_3,module_4,153,555,665,13350,4630,4630,True
112,rate_4p00x_sat,4.0,105,112,12760,12790,12790,17980,18090,110,5190,5300,module_3,module_4,154,560,670,13460,4630,4630,True
113,rate_4p00x_sat,4.0,105,113,12865,12895,12895,18090,18200,110,5195,5305,module_3,module_4,155,565,675,13570,4630,4630,True
114,rate_4p00x_sat,4.0,105,114,12970,13000,13000,18200,18310,110,5200,5310,module_3,module_4,156,570,680,13680,4630,4630,True
115,rate_4p00x_sat,4.0,105,115,13075,13105,13105,18310,18420,110,5205,5315,module_3,module_4,157,575,685,13790,4630,4630,True
116,rate_4p00x_sat,4.0,105,116,13180,13210,13210,18420,18530,110,5210,5320,module_3,module_4,158,580,690,13900,4630,4630,True
117,rate_4p00x_sat,4.0,105,117,13285,13315,13315,18530,18640,110,5215,5325,module_3,module_4,159,585,695,14010,4630,4630,True
118,rate_4p00x_sat,4.0,105,118,13390,13420,13420,18640,18750,110,5220,5330,module_3,module_4,160,590,700,14120,4630,4630,True
119,rate_4p00x_sat,4.0,105,119,13495,13525,13525,18750,18860,110,5225,5335,module_3,module_4,161,595,705,14230,4630,4630,True
120,rate_4p00x_sat,4.0,105,120,13600,13630,13630,18860,18970,110,5230,5340,module_3,module_4,162,600,710,14340,4630,4630,True
121,rate_4p00x_sat,4.0,105,121,13705,13735,13735,18970,19080,110,5235,5345,module_3,module_4,163,605,715,14450,4630,4630,True
122,rate_4p00x_sat,4.0,105,122,13810,13840,13840,19080,19190,110,5240,5350,module_3,module_4,164,610,720,14560,4630,4630,True
123,rate_4p00x_sat,4.0,105,123,13915,13945,13945,19190,19300,110,5245,5355,module_3,module_4,165,615,725,14670,4630,4630,True
124,rate_4p00x_sat,4.0,105,124,14020,14050,14050,19300,19410,110,5250,5360,module_3,module_4,166,620,730,14780,4630,4630,True
125,rate_4p00x_sat,4.0,105,125,14125,14155,14155,19410,19520,110,5255,5365,module_3,module_4,167,625,735,14890,4630,4630,True
126,rate_4p00x_sat,4.0,105,126,14230,14260,14260,19520,19630,110,5260,5370,module_3,module_4,168,630,740,15000,4630,4630,True
127,rate_4p00x_sat,4.0,105,127,14335,14365,14365,19630,19740,110,5265,5375,module_3,module_4,169,635,745,15110,4630,4630,True
128,rate_4p00x_sat,4.0,105,128,14440,14470,14470,19740,19850,110,5270,5380,module_3,module_4,170,640,750,15220,4630,4630,True
129,rate_4p00x_sat,4.0,105,129,14545,14575,14575,19850,19960,110,5275,5385,module_3,module_4,171,645,755,15330,4630,4630,True
130,rate_4p00x_sat,4.0,105,130,14650,14680,14680,19960,20070,110,5280,5390,module_3,module_4,172,650,760,15440,4630,4630,True
131,rate_4p00x_sat,4.0,105,131,14755,14785,14785,20070,20180,110,5285,5395,module_3,module_4,173,655,765,15550,4630,4630,True
132,rate_4p00x_sat,4.0,105,132,14860,14890,14890,20180,20290,110,5290,5400,module_3,module_4,174,660,770,15660,4630,4630,True
133,rate_4p00x_sat,4.0,105,133,14965,14995,14995,20290,20400,110,5295,5405,module_3,module_4,175,665,775,15770,4630,4630,True
134,rate_4p00x_sat,4.0,105,134,15070,15100,15100,20400,20510,110,5300,5410,module_3,module_4,176,670,780,15880,4630,4630,True
135,rate_4p00x_sat,4.0,105,135,15175,15205,15205,20510,20620,110,5305,5415,module_3,module_4,177,675,785,15990,4630,4630,True
136,rate_4p00x_sat,4.0,105,136,15280,15310,15310,20620,20730,110,5310,5420,module_3,module_4,178,680,790,16100,4630,4630,True
137,rate_4p00x_sat,4.0,105,137,15385,15415,15415,20730,20840,110,5315,5425,module_3,module_4,179,685,795,16210,4630,4630,True
138,rate_4p00x_sat,4.0,105,138,15490,15520,15520,20840,20950,110,5320,5430,module_3,module_4,180,690,800,16320,4630,4630,True
139,rate_4p00x_sat,4.0,105,139,15595,15625,15625,20950,21060,110,5325,5435,module_3,module_4,181,695,805,16430,4630,4630,True
140,rate_4p00x_sat,4.0,105,140,15700,15730,15730,21060,21170,110,5330,5440,module_3,module_4,182,700,810,16540,4630,4630,True
141,rate_4p00x_sat,4.0,105,141,15805,15835,15835,21170,21280,110,5335,5445,module_3,module_4,183,705,815,16650,4630,4630,True
142,rate_4p00x_sat,4.0,105,142,15910,15940,15940,21280,21390,110,5340,5450,module_3,module_4,184,710,820,16760,4630,4630,True
143,rate_4p00x_sat,4.0,105,143,16015,16045,16045,21390,21500,110,5345,5455,module_3,module_4,185,715,825,16870,4630,4630,True
144,rate_4p00x_sat,4.0,105,144,16120,16150,16150,21500,21610,110,5350,5460,module_3,module_4,186,720,830,16980,4630,4630,True
145,rate_4p00x_sat,4.0,105,145,16225,16255,16255,21610,21720,110,5355,5465,module_3,module_4,187,725,835,17090,4630,4630,True
146,rate_4p00x_sat,4.0,105,146,16330,16360,16360,21720,21830,110,5360,5470,module_3,module_4,188,730,840,17200,4630,4630,True
147,rate_4p00x_sat,4.0,105,147,16435,16465,16465,21830,21940,110,5365,5475,module_3,module_4,189,735,845,17310,4630,4630,True
148,rate_4p00x_sat,4.0,105,148,16540,16570,16570,21940,22050,110,5370,5480,module_3,module_4,190,740,850,17420,4630,4630,True
149,rate_4p00x_sat,4.0,105,149,16645,16675,16675,22050,22160,110,5375,5485,module_3,module_4,191,745,855,17530,4630,4630,True
150,rate_4p00x_sat,4.0,105,150,16750,16780,16780,22160,22270,110,5380,5490,module_3,module_4,192,750,860,17640,4630,4630,True
151,rate_4p00x_sat,4.0,105,151,16855,16885,16885,22270,22380,110,5385,5495,module_3,module_4,193,755,865,17750,4630,4630,True
152,rate_4p00x_sat,4.0,105,152,16960,16990,16990,22380,22490,110,5390,5500,module_3,module_4,194,760,870,17860,4630,4630,True
153,rate_4p00x_sat,4.0,105,153,17065,17095,17095,22490,22600,110,5395,5505,module_3,module_4,195,765,875,17970,4630,4630,True
154,rate_4p00x_sat,4.0,105,154,17170,17200,17200,22600,22710,110,5400,5510,module_3,module_4,196,770,880,18080,4630,4630,True
155,rate_4p00x_sat,4.0,105,155,17275,17305,17305,22710,22820,110,5405,5515,module_3,module_4,197,775,885,18190,4630,4630,True
156,rate_4p00x_sat,4.0,105,156,17380,17410,17410,22820,22930,110,5410,5520,module_3,module_4,198,780,890,18300,4630,4630,True
157,rate_4p00x_sat,4.0,105,157,17485,17515,17515,22930,23040,110,5415,5525,module_3,module_4,199,785,895,18410,4630,4630,True
158,rate_4p00x_sat,4.0,105,158,17590,17620,17620,23040,23150,110,5420,5530,module_3,module_4,200,790,900,18520,4630,4630,True
159,rate_4p00x_sat,4.0,105,159,17695,17725,17725,23150,23260,110,5425,5535,module_3,module_4,201,795,905,18630,4630,4630,True
160,rate_4p00x_sat,4.0,105,160,17800,17830,17830,23260,23370,110,5430,5540,module_3,module_4,202,800,910,18740,4630,4630,True
161,rate_4p00x_sat,4.0,105,161,17905,17935,17935,23370,23480,110,5435,5545,module_3,module_4,203,805,915,18850,4630,4630,True
162,rate_4p00x_sat,4.0,105,162,18010,18040,18040,23480,23590,110,5440,5550,module_3,module_4,204,810,920,18960,4630,4630,True
163,rate_4p00x_sat,4.0,105,163,18115,18145,18145,23590,23700,110,5445,5555,module_3,module_4,205,815,925,19070,4630,4630,True
164,rate_4p00x_sat,4.0,105,164,18220,18250,18250,23700,23810,110,5450,5560,module_3,module_4,206,820,930,19180,4630,4630,True
165,rate_4p00x_sat,4.0,105,165,18325,18355,18355,23810,23920,110,5455,5565,module_3,module_4,207,825,935,19290,4630,4630,True
166,rate_4p00x_sat,4.0,105,166,18430,18460,18460,23920,24030,110,5460,5570,module_3,module_4,208,830,940,19400,4630,4630,True
167,rate_4p00x_sat,4.0,105,167,18535,18565,18565,24030,24140,110,5465,5575,module_3,module_4,209,835,945,19510,4630,4630,True
168,rate_4p00x_sat,4.0,105,168,18640,18670,18670,24140,24250,110,5470,5580,module_3,module_4,210,840,950,19620,4630,4630,True
169,rate_4p00x_sat,4.0,105,169,18745,18775,18775,24250,24360,110,5475,5585,module_3,module_4,211,845,955,19730,4630,4630,True
170,rate_4p00x_sat,4.0,105,170,18850,18880,18880,24360,24470,110,5480,5590,module_3,module_4,212,850,960,19840,4630,4630,True
171,rate_4p00x_sat,4.0,105,171,18955,18985,18985,24470,24580,110,5485,5595,module_3,module_4,213,855,965,19950,4630,4630,True
172,rate_4p00x_sat,4.0,105,172,19060,19090,19090,24580,24690,110,5490,5600,module_3,module_4,214,860,970,20060,4630,4630,True
173,rate_4p00x_sat,4.0,105,173,19165,19195,19195,24690,24800,110,5495,5605,module_3,module_4,215,865,975,20170,4630,4630,True
174,rate_4p00x_sat,4.0,105,174,19270,19300,19300,24800,24910,110,5500,5610,module_3,module_4,216,870,980,20280,4630,4630,True
175,rate_4p00x_sat,4.0,105,175,19375,19405,19405,24910,25020,110,5505,5615,module_3,module_4,217,875,985,20390,4630,4630,True
176,rate_4p00x_sat,4.0,105,176,19480,19510,19510,25020,25130,110,5510,5620,module_3,module_4,218,880,990,20500,4630,4630,True
177,rate_4p00x_sat,4.0,105,177,19585,19615,19615,25130,25240,110,5515,5625,module_3,module_4,219,885,995,20610,4630,4630,True
178,rate_4p00x_sat,4.0,105,178,19690,19720,19720,25240,25350,110,5520,5630,module_3,module_4,220,890,1000,20720,4630,4630,True
179,rate_4p00x_sat,4.0,105,179,19795,19825,19825,25350,25460,110,5525,5635,module_3,module_4,221,895,1005,20830,4630,4630,True
180,rate_4p00x_sat,4.0,105,180,19900,19930,19930,25460,25570,110,5530,5640,module_3,module_4,222,900,1010,20940,4630,4630,True
181,rate_4p00x_sat,4.0,105,181,20005,20035,20035,25570,25680,110,5535,5645,module_3,module_4,223,905,1015,21050,4630,4630,True
182,rate_4p00x_sat,4.0,105,182,20110,20140,20140,25680,25790,110,5540,5650,module_3,module_4,224,910,1020,21160,4630,4630,True
183,rate_4p00x_sat,4.0,105,183,20215,20245,20245,25790,25900,110,5545,5655,module_3,module_4,225,915,1025,21270,4630,4630,True
184,rate_4p00x_sat,4.0,105,184,20320,20350,20350,25900,26010,110,5550,5660,module_3,module_4,226,920,1030,21380,4630,4630,True
185,rate_4p00x_sat,4.0,105,185,20425,20455,20455,26010,26120,110,5555,5665,module_3,module_4,227,925,1035,21490,4630,4630,True
186,rate_4p00x_sat,4.0,105,186,20530,20560,20560,26120,26230,110,5560,5670,module_3,module_4,228,930,1040,21600,4630,4630,True
187,rate_4p00x_sat,4.0,105,187,20635,20665,20665,26230,26340,110,5565,5675,module_3,module_4,229,935,1045,21710,4630,4630,True
188,rate_4p00x_sat,4.0,105,188,20740,20770,20770,26340,26450,110,5570,5680,module_3,module_4,230,940,1050,21820,4630,4630,True
189,rate_4p00x_sat,4.0,105,189,20845,20875,20875,26450,26560,110,5575,5685,module_3,module_4,231,945,1055,21930,4630,4630,True
190,rate_4p00x_sat,4.0,105,190,20950,20980,20980,26560,26670,110,5580,5690,module_3,module_4,232,950,1060,22040,4630,4630,True
