trace_id,scenario_name,scenario_family,link_capacity,shared_backend_components,backend_capacity,workload_name,trial_id,victim_phase_ns
shared_readout_capacity1_link1::sparse_periodic::trial4,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,4,371.10561707714817
shared_readout_capacity1_link1::sparse_periodic::trial5,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,5,485.8776153986558
shared_readout_capacity1_link1::sparse_periodic::trial6,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,6,546.1810346387633
shared_readout_capacity1_link1::sparse_periodic::trial7,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,7,609.4099524431582
shared_readout_capacity1_link1::sparse_periodic::trial8,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,8,672.1465561717492
shared_readout_capacity1_link1::sparse_periodic::trial9,shared_readout_capacity1_link1,readout,1,readout_engine,1,sparse_periodic,9,270.3170724214532
shared_readout_capacity1_link1::dense_periodic::trial0,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,0,176.3217694043617
shared_readout_capacity1_link1::dense_periodic::trial1,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,1,441.1257097459797
shared_readout_capacity1_link1::dense_periodic::trial2,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,2,612.5992388755034
shared_readout_capacity1_link1::dense_periodic::trial3,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,3,488.3481337513038
shared_readout_capacity1_link1::dense_periodic::trial4,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,4,481.6688238878753
shared_readout_capacity1_link1::dense_periodic::trial5,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,5,372.037539820366
shared_readout_capacity1_link1::dense_periodic::trial6,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,6,314.28699693015824
shared_readout_capacity1_link1::dense_periodic::trial7,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,7,119.58153997500267
shared_readout_capacity1_link1::dense_periodic::trial8,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,8,556.2680291509504
shared_readout_capacity1_link1::dense_periodic::trial9,shared_readout_capacity1_link1,readout,1,readout_engine,1,dense_periodic,9,375.2739359332206
shared_readout_capacity1_link1::synchronization_bursty::trial0,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,0,594.1504913967401
shared_readout_capacity1_link1::synchronization_bursty::trial1,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,1,129.64180581814963
shared_readout_capacity1_link1::synchronization_bursty::trial2,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,2,417.21428942408545
shared_readout_capacity1_link1::synchronization_bursty::trial3,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,3,628.4650487727806
shared_readout_capacity1_link1::synchronization_bursty::trial4,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,4,367.0125364734358
shared_readout_capacity1_link1::synchronization_bursty::trial5,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,5,415.54157174050437
shared_readout_capacity1_link1::synchronization_bursty::trial6,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,6,235.0222309653707
shared_readout_capacity1_link1::synchronization_bursty::trial7,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,7,375.4908194870964
shared_readout_capacity1_link1::synchronization_bursty::trial8,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,8,266.77247324875657
shared_readout_capacity1_link1::synchronization_bursty::trial9,shared_readout_capacity1_link1,readout,1,readout_engine,1,synchronization_bursty,9,357.20102251331497
shared_readout_capacity2_link1::sparse_periodic::trial0,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,0,480.71560829821397
shared_readout_capacity2_link1::sparse_periodic::trial1,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,1,630.4463403419877
shared_readout_capacity2_link1::sparse_periodic::trial2,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,2,184.0725379784687
shared_readout_capacity2_link1::sparse_periodic::trial3,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,3,317.15754733141074
shared_readout_capacity2_link1::sparse_periodic::trial4,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,4,371.10561707714817
shared_readout_capacity2_link1::sparse_periodic::trial5,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,5,485.8776153986558
shared_readout_capacity2_link1::sparse_periodic::trial6,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,6,546.1810346387633
shared_readout_capacity2_link1::sparse_periodic::trial7,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,7,609.4099524431582
shared_readout_capacity2_link1::sparse_periodic::trial8,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,8,672.1465561717492
shared_readout_capacity2_link1::sparse_periodic::trial9,shared_readout_capacity2_link1,readout,1,readout_engine,2,sparse_periodic,9,270.3170724214532
shared_readout_capacity2_link1::dense_periodic::trial0,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,0,176.3217694043617
shared_readout_capacity2_link1::dense_periodic::trial1,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,1,441.1257097459797
shared_readout_capacity2_link1::dense_periodic::trial2,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,2,612.5992388755034
shared_readout_capacity2_link1::dense_periodic::trial3,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,3,488.3481337513038
shared_readout_capacity2_link1::dense_periodic::trial4,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,4,481.6688238878753
shared_readout_capacity2_link1::dense_periodic::trial5,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,5,372.037539820366
shared_readout_capacity2_link1::dense_periodic::trial6,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,6,314.28699693015824
shared_readout_capacity2_link1::dense_periodic::trial7,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,7,119.58153997500267
shared_readout_capacity2_link1::dense_periodic::trial8,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,8,556.2680291509504
shared_readout_capacity2_link1::dense_periodic::trial9,shared_readout_capacity2_link1,readout,1,readout_engine,2,dense_periodic,9,375.2739359332206
shared_readout_capacity2_link1::synchronization_bursty::trial0,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,0,594.1504913967401
shared_readout_capacity2_link1::synchronization_bursty::trial1,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,1,129.64180581814963
shared_readout_capacity2_link1::synchronization_bursty::trial2,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,2,417.21428942408545
shared_readout_capacity2_link1::synchronization_bursty::trial3,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,3,628.4650487727806
shared_readout_capacity2_link1::synchronization_bursty::trial4,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,4,367.0125364734358
shared_readout_capacity2_link1::synchronization_bursty::trial5,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,5,415.54157174050437
shared_readout_capacity2_link1::synchronization_bursty::trial6,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,6,235.0222309653707
shared_readout_capacity2_link1::synchronization_bursty::trial7,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,7,375.4908194870964
shared_readout_capacity2_link1::synchronization_bursty::trial8,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,8,266.77247324875657
shared_readout_capacity2_link1::synchronization_bursty::trial9,shared_readout_capacity2_link1,readout,1,readout_engine,2,synchronization_bursty,9,357.20102251331497
shared_feedforward_capacity1_link1::sparse_periodic::trial0,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,0,480.71560829821397
shared_feedforward_capacity1_link1::sparse_periodic::trial1,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,1,630.4463403419877
shared_feedforward_capacity1_link1::sparse_periodic::trial2,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,2,184.0725379784687
shared_feedforward_capacity1_link1::sparse_periodic::trial3,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,3,317.15754733141074
shared_feedforward_capacity1_link1::sparse_periodic::trial4,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,4,371.10561707714817
shared_feedforward_capacity1_link1::sparse_periodic::trial5,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,5,485.8776153986558
shared_feedforward_capacity1_link1::sparse_periodic::trial6,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,6,546.1810346387633
shared_feedforward_capacity1_link1::sparse_periodic::trial7,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,7,609.4099524431582
shared_feedforward_capacity1_link1::sparse_periodic::trial8,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,8,672.1465561717492
shared_feedforward_capacity1_link1::sparse_periodic::trial9,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,sparse_periodic,9,270.3170724214532
shared_feedforward_capacity1_link1::dense_periodic::trial0,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,0,176.3217694043617
shared_feedforward_capacity1_link1::dense_periodic::trial1,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,1,441.1257097459797
shared_feedforward_capacity1_link1::dense_periodic::trial2,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,2,612.5992388755034
shared_feedforward_capacity1_link1::dense_periodic::trial3,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,3,488.3481337513038
shared_feedforward_capacity1_link1::dense_periodic::trial4,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,4,481.6688238878753
shared_feedforward_capacity1_link1::dense_periodic::trial5,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,5,372.037539820366
shared_feedforward_capacity1_link1::dense_periodic::trial6,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,6,314.28699693015824
shared_feedforward_capacity1_link1::dense_periodic::trial7,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,7,119.58153997500267
shared_feedforward_capacity1_link1::dense_periodic::trial8,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,8,556.2680291509504
shared_feedforward_capacity1_link1::dense_periodic::trial9,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,dense_periodic,9,375.2739359332206
shared_feedforward_capacity1_link1::synchronization_bursty::trial0,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,0,594.1504913967401
shared_feedforward_capacity1_link1::synchronization_bursty::trial1,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,1,129.64180581814963
shared_feedforward_capacity1_link1::synchronization_bursty::trial2,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,2,417.21428942408545
shared_feedforward_capacity1_link1::synchronization_bursty::trial3,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,3,628.4650487727806
shared_feedforward_capacity1_link1::synchronization_bursty::trial4,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,4,367.0125364734358
shared_feedforward_capacity1_link1::synchronization_bursty::trial5,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,5,415.54157174050437
shared_feedforward_capacity1_link1::synchronization_bursty::trial6,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,6,235.0222309653707
shared_feedforward_capacity1_link1::synchronization_bursty::trial7,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,7,375.4908194870964
shared_feedforward_capacity1_link1::synchronization_bursty::trial8,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,8,266.77247324875657
shared_feedforward_capacity1_link1::synchronization_bursty::trial9,shared_feedforward_capacity1_link1,feedforward,1,feedforward_engine,1,synchronization_bursty,9,357.20102251331497
shared_feedforward_capacity2_link1::sparse_periodic::trial0,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,0,480.71560829821397
shared_feedforward_capacity2_link1::sparse_periodic::trial1,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,1,630.4463403419877
shared_feedforward_capacity2_link1::sparse_periodic::trial2,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,2,184.0725379784687
shared_feedforward_capacity2_link1::sparse_periodic::trial3,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,3,317.15754733141074
shared_feedforward_capacity2_link1::sparse_periodic::trial4,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,4,371.10561707714817
shared_feedforward_capacity2_link1::sparse_periodic::trial5,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,5,485.8776153986558
shared_feedforward_capacity2_link1::sparse_periodic::trial6,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,6,546.1810346387633
shared_feedforward_capacity2_link1::sparse_periodic::trial7,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,7,609.4099524431582
shared_feedforward_capacity2_link1::sparse_periodic::trial8,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,8,672.1465561717492
shared_feedforward_capacity2_link1::sparse_periodic::trial9,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,sparse_periodic,9,270.3170724214532
shared_feedforward_capacity2_link1::dense_periodic::trial0,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,0,176.3217694043617
shared_feedforward_capacity2_link1::dense_periodic::trial1,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,1,441.1257097459797
shared_feedforward_capacity2_link1::dense_periodic::trial2,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,2,612.5992388755034
shared_feedforward_capacity2_link1::dense_periodic::trial3,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,3,488.3481337513038
shared_feedforward_capacity2_link1::dense_periodic::trial4,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,4,481.6688238878753
shared_feedforward_capacity2_link1::dense_periodic::trial5,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,5,372.037539820366
shared_feedforward_capacity2_link1::dense_periodic::trial6,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,6,314.28699693015824
shared_feedforward_capacity2_link1::dense_periodic::trial7,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,7,119.58153997500267
shared_feedforward_capacity2_link1::dense_periodic::trial8,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,8,556.2680291509504
shared_feedforward_capacity2_link1::dense_periodic::trial9,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,dense_periodic,9,375.2739359332206
shared_feedforward_capacity2_link1::synchronization_bursty::trial0,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,0,594.1504913967401
shared_feedforward_capacity2_link1::synchronization_bursty::trial1,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,1,129.64180581814963
shared_feedforward_capacity2_link1::synchronization_bursty::trial2,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,2,417.21428942408545
shared_feedforward_capacity2_link1::synchronization_bursty::trial3,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,3,628.4650487727806
shared_feedforward_capacity2_link1::synchronization_bursty::trial4,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,4,367.0125364734358
shared_feedforward_capacity2_link1::synchronization_bursty::trial5,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,5,415.54157174050437
shared_feedforward_capacity2_link1::synchronization_bursty::trial6,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,6,235.0222309653707
shared_feedforward_capacity2_link1::synchronization_bursty::trial7,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,7,375.4908194870964
shared_feedforward_capacity2_link1::synchronization_bursty::trial8,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,8,266.77247324875657
shared_feedforward_capacity2_link1::synchronization_bursty::trial9,shared_feedforward_capacity2_link1,feedforward,1,feedforward_engine,2,synchronization_bursty,9,357.20102251331497
shared_conditional_control_capacity1_link1::sparse_periodic::trial0,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,0,480.71560829821397
shared_conditional_control_capacity1_link1::sparse_periodic::trial1,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,1,630.4463403419877
shared_conditional_control_capacity1_link1::sparse_periodic::trial2,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,2,184.0725379784687
shared_conditional_control_capacity1_link1::sparse_periodic::trial3,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,3,317.15754733141074
shared_conditional_control_capacity1_link1::sparse_periodic::trial4,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,4,371.10561707714817
shared_conditional_control_capacity1_link1::sparse_periodic::trial5,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,5,485.8776153986558
shared_conditional_control_capacity1_link1::sparse_periodic::trial6,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,6,546.1810346387633
shared_conditional_control_capacity1_link1::sparse_periodic::trial7,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,7,609.4099524431582
shared_conditional_control_capacity1_link1::sparse_periodic::trial8,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,8,672.1465561717492
shared_conditional_control_capacity1_link1::sparse_periodic::trial9,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,9,270.3170724214532
shared_conditional_control_capacity1_link1::dense_periodic::trial0,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,0,176.3217694043617
shared_conditional_control_capacity1_link1::dense_periodic::trial1,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,1,441.1257097459797
shared_conditional_control_capacity1_link1::dense_periodic::trial2,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,2,612.5992388755034
shared_conditional_control_capacity1_link1::dense_periodic::trial3,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,3,488.3481337513038
shared_conditional_control_capacity1_link1::dense_periodic::trial4,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,4,481.6688238878753
shared_conditional_control_capacity1_link1::dense_periodic::trial5,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,5,372.037539820366
shared_conditional_control_capacity1_link1::dense_periodic::trial6,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,6,314.28699693015824
shared_conditional_control_capacity1_link1::dense_periodic::trial7,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,7,119.58153997500267
shared_conditional_control_capacity1_link1::dense_periodic::trial8,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,8,556.2680291509504
shared_conditional_control_capacity1_link1::dense_periodic::trial9,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,dense_periodic,9,375.2739359332206
shared_conditional_control_capacity1_link1::synchronization_bursty::trial0,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,0,594.1504913967401
shared_conditional_control_capacity1_link1::synchronization_bursty::trial1,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,1,129.64180581814963
shared_conditional_control_capacity1_link1::synchronization_bursty::trial2,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,2,417.21428942408545
shared_conditional_control_capacity1_link1::synchronization_bursty::trial3,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,3,628.4650487727806
shared_conditional_control_capacity1_link1::synchronization_bursty::trial4,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,4,367.0125364734358
shared_conditional_control_capacity1_link1::synchronization_bursty::trial5,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,5,415.54157174050437
shared_conditional_control_capacity1_link1::synchronization_bursty::trial6,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,6,235.0222309653707
shared_conditional_control_capacity1_link1::synchronization_bursty::trial7,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,7,375.4908194870964
shared_conditional_control_capacity1_link1::synchronization_bursty::trial8,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,8,266.77247324875657
shared_conditional_control_capacity1_link1::synchronization_bursty::trial9,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,9,357.20102251331497
shared_reset_capacity1_link1::sparse_periodic::trial0,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,0,480.71560829821397
shared_reset_capacity1_link1::sparse_periodic::trial1,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,1,630.4463403419877
shared_reset_capacity1_link1::sparse_periodic::trial2,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,2,184.0725379784687
shared_reset_capacity1_link1::sparse_periodic::trial3,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,3,317.15754733141074
shared_reset_capacity1_link1::sparse_periodic::trial4,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,4,371.10561707714817
shared_reset_capacity1_link1::sparse_periodic::trial5,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,5,485.8776153986558
shared_reset_capacity1_link1::sparse_periodic::trial6,shared_reset_capacity1_link1,reset,1,reset_engine,1,sparse_periodic,6,546.1810346387633
