task_name,model_name,true_label,predicted_label,count,true_normalized_fraction
protocol_inference,logistic_regression,telegate,on_demand_epr,1,0.027777777777777776
protocol_inference,logistic_regression,telegate,prefetched_epr,14,0.3888888888888889
protocol_inference,logistic_regression,telegate,teledata,9,0.25
protocol_inference,logistic_regression,telegate,telegate,7,0.19444444444444445
protocol_inference,random_forest,direct_transfer,direct_transfer,18,0.5
protocol_inference,random_forest,direct_transfer,on_demand_epr,12,0.3333333333333333
protocol_inference,random_forest,direct_transfer,prefetched_epr,0,0.0
protocol_inference,random_forest,direct_transfer,teledata,0,0.0
protocol_inference,random_forest,direct_transfer,telegate,6,0.16666666666666666
protocol_inference,random_forest,on_demand_epr,direct_transfer,2,0.05555555555555555
protocol_inference,random_forest,on_demand_epr,on_demand_epr,32,0.8888888888888888
protocol_inference,random_forest,on_demand_epr,prefetched_epr,0,0.0
protocol_inference,random_forest,on_demand_epr,teledata,0,0.0
protocol_inference,random_forest,on_demand_epr,telegate,2,0.05555555555555555
protocol_inference,random_forest,prefetched_epr,direct_transfer,1,0.027777777777777776
protocol_inference,random_forest,prefetched_epr,on_demand_epr,2,0.05555555555555555
protocol_inference,random_forest,prefetched_epr,prefetched_epr,17,0.4722222222222222
protocol_inference,random_forest,prefetched_epr,teledata,7,0.19444444444444445
protocol_inference,random_forest,prefetched_epr,telegate,9,0.25
protocol_inference,random_forest,teledata,direct_transfer,1,0.027777777777777776
protocol_inference,random_forest,teledata,on_demand_epr,2,0.05555555555555555
protocol_inference,random_forest,teledata,prefetched_epr,13,0.3611111111111111
protocol_inference,random_forest,teledata,teledata,11,0.3055555555555556
protocol_inference,random_forest,teledata,telegate,9,0.25
protocol_inference,random_forest,telegate,direct_transfer,1,0.027777777777777776
protocol_inference,random_forest,telegate,on_demand_epr,1,0.027777777777777776
protocol_inference,random_forest,telegate,prefetched_epr,16,0.4444444444444444
protocol_inference,random_forest,telegate,teledata,7,0.19444444444444445
protocol_inference,random_forest,telegate,telegate,11,0.3055555555555556
protocol_inference,hist_gradient_boosting,direct_transfer,direct_transfer,21,0.5833333333333334
protocol_inference,hist_gradient_boosting,direct_transfer,on_demand_epr,0,0.0
protocol_inference,hist_gradient_boosting,direct_transfer,prefetched_epr,0,0.0
protocol_inference,hist_gradient_boosting,direct_transfer,teledata,9,0.25
protocol_inference,hist_gradient_boosting,direct_transfer,telegate,6,0.16666666666666666
protocol_inference,hist_gradient_boosting,on_demand_epr,direct_transfer,2,0.05555555555555555
protocol_inference,hist_gradient_boosting,on_demand_epr,on_demand_epr,26,0.7222222222222222
protocol_inference,hist_gradient_boosting,on_demand_epr,prefetched_epr,3,0.08333333333333333
protocol_inference,hist_gradient_boosting,on_demand_epr,teledata,3,0.08333333333333333
protocol_inference,hist_gradient_boosting,on_demand_epr,telegate,2,0.05555555555555555
protocol_inference,hist_gradient_boosting,prefetched_epr,direct_transfer,0,0.0
protocol_inference,hist_gradient_boosting,prefetched_epr,on_demand_epr,1,0.027777777777777776
protocol_inference,hist_gradient_boosting,prefetched_epr,prefetched_epr,14,0.3888888888888889
protocol_inference,hist_gradient_boosting,prefetched_epr,teledata,14,0.3888888888888889
protocol_inference,hist_gradient_boosting,prefetched_epr,telegate,7,0.19444444444444445
protocol_inference,hist_gradient_boosting,teledata,direct_transfer,1,0.027777777777777776
protocol_inference,hist_gradient_boosting,teledata,on_demand_epr,3,0.08333333333333333
protocol_inference,hist_gradient_boosting,teledata,prefetched_epr,13,0.3611111111111111
protocol_inference,hist_gradient_boosting,teledata,teledata,5,0.1388888888888889
protocol_inference,hist_gradient_boosting,teledata,telegate,14,0.3888888888888889
protocol_inference,hist_gradient_boosting,telegate,direct_transfer,0,0.0
protocol_inference,hist_gradient_boosting,telegate,on_demand_epr,1,0.027777777777777776
protocol_inference,hist_gradient_boosting,telegate,prefetched_epr,15,0.4166666666666667
protocol_inference,hist_gradient_boosting,telegate,teledata,9,0.25
protocol_inference,hist_gradient_boosting,telegate,telegate,11,0.3055555555555556
protocol_label_only_control,logistic_regression,direct_transfer,direct_transfer,36,1.0
protocol_label_only_control,logistic_regression,direct_transfer,on_demand_epr,0,0.0
protocol_label_only_control,logistic_regression,direct_transfer,prefetched_epr,0,0.0
protocol_label_only_control,logistic_regression,direct_transfer,teledata,0,0.0
protocol_label_only_control,logistic_regression,direct_transfer,telegate,0,0.0
protocol_label_only_control,logistic_regression,on_demand_epr,direct_transfer,36,1.0
protocol_label_only_control,logistic_regression,on_demand_epr,on_demand_epr,0,0.0
protocol_label_only_control,logistic_regression,on_demand_epr,prefetched_epr,0,0.0
protocol_label_only_control,logistic_regression,on_demand_epr,teledata,0,0.0
protocol_label_only_control,logistic_regression,on_demand_epr,telegate,0,0.0
protocol_label_only_control,logistic_regression,prefetched_epr,direct_transfer,36,1.0
protocol_label_only_control,logistic_regression,prefetched_epr,on_demand_epr,0,0.0
protocol_label_only_control,logistic_regression,prefetched_epr,prefetched_epr,0,0.0
protocol_label_only_control,logistic_regression,prefetched_epr,teledata,0,0.0
protocol_label_only_control,logistic_regression,prefetched_epr,telegate,0,0.0
protocol_label_only_control,logistic_regression,teledata,direct_transfer,36,1.0
protocol_label_only_control,logistic_regression,teledata,on_demand_epr,0,0.0
protocol_label_only_control,logistic_regression,teledata,prefetched_epr,0,0.0
protocol_label_only_control,logistic_regression,teledata,teledata,0,0.0
protocol_label_only_control,logistic_regression,teledata,telegate,0,0.0
protocol_label_only_control,logistic_regression,telegate,direct_transfer,36,1.0
protocol_label_only_control,logistic_regression,telegate,on_demand_epr,0,0.0
protocol_label_only_control,logistic_regression,telegate,prefetched_epr,0,0.0
protocol_label_only_control,logistic_regression,telegate,teledata,0,0.0
protocol_label_only_control,logistic_regression,telegate,telegate,0,0.0
protocol_label_only_control,random_forest,direct_transfer,direct_transfer,4,0.1111111111111111
protocol_label_only_control,random_forest,direct_transfer,on_demand_epr,15,0.4166666666666667
protocol_label_only_control,random_forest,direct_transfer,prefetched_epr,8,0.2222222222222222
protocol_label_only_control,random_forest,direct_transfer,teledata,4,0.1111111111111111
protocol_label_only_control,random_forest,direct_transfer,telegate,5,0.1388888888888889
protocol_label_only_control,random_forest,on_demand_epr,direct_transfer,4,0.1111111111111111
protocol_label_only_control,random_forest,on_demand_epr,on_demand_epr,15,0.4166666666666667
protocol_label_only_control,random_forest,on_demand_epr,prefetched_epr,8,0.2222222222222222
protocol_label_only_control,random_forest,on_demand_epr,teledata,4,0.1111111111111111
protocol_label_only_control,random_forest,on_demand_epr,telegate,5,0.1388888888888889
protocol_label_only_control,random_forest,prefetched_epr,direct_transfer,4,0.1111111111111111
protocol_label_only_control,random_forest,prefetched_epr,on_demand_epr,15,0.4166666666666667
protocol_label_only_control,random_forest,prefetched_epr,prefetched_epr,8,0.2222222222222222
protocol_label_only_control,random_forest,prefetched_epr,teledata,4,0.1111111111111111
protocol_label_only_control,random_forest,prefetched_epr,telegate,5,0.1388888888888889
protocol_label_only_control,random_forest,teledata,direct_transfer,4,0.1111111111111111
protocol_label_only_control,random_forest,teledata,on_demand_epr,15,0.4166666666666667
protocol_label_only_control,random_forest,teledata,prefetched_epr,8,0.2222222222222222
protocol_label_only_control,random_forest,teledata,teledata,4,0.1111111111111111
protocol_label_only_control,random_forest,teledata,telegate,5,0.1388888888888889
protocol_label_only_control,random_forest,telegate,direct_transfer,4,0.1111111111111111
protocol_label_only_control,random_forest,telegate,on_demand_epr,15,0.4166666666666667
protocol_label_only_control,random_forest,telegate,prefetched_epr,8,0.2222222222222222
protocol_label_only_control,random_forest,telegate,teledata,4,0.1111111111111111
protocol_label_only_control,random_forest,telegate,telegate,5,0.1388888888888889
protocol_label_only_control,hist_gradient_boosting,direct_transfer,direct_transfer,36,1.0
protocol_label_only_control,hist_gradient_boosting,direct_transfer,on_demand_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,direct_transfer,prefetched_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,direct_transfer,teledata,0,0.0
protocol_label_only_control,hist_gradient_boosting,direct_transfer,telegate,0,0.0
protocol_label_only_control,hist_gradient_boosting,on_demand_epr,direct_transfer,36,1.0
protocol_label_only_control,hist_gradient_boosting,on_demand_epr,on_demand_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,on_demand_epr,prefetched_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,on_demand_epr,teledata,0,0.0
protocol_label_only_control,hist_gradient_boosting,on_demand_epr,telegate,0,0.0
protocol_label_only_control,hist_gradient_boosting,prefetched_epr,direct_transfer,36,1.0
protocol_label_only_control,hist_gradient_boosting,prefetched_epr,on_demand_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,prefetched_epr,prefetched_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,prefetched_epr,teledata,0,0.0
protocol_label_only_control,hist_gradient_boosting,prefetched_epr,telegate,0,0.0
protocol_label_only_control,hist_gradient_boosting,teledata,direct_transfer,36,1.0
protocol_label_only_control,hist_gradient_boosting,teledata,on_demand_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,teledata,prefetched_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,teledata,teledata,0,0.0
protocol_label_only_control,hist_gradient_boosting,teledata,telegate,0,0.0
protocol_label_only_control,hist_gradient_boosting,telegate,direct_transfer,36,1.0
protocol_label_only_control,hist_gradient_boosting,telegate,on_demand_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,telegate,prefetched_epr,0,0.0
protocol_label_only_control,hist_gradient_boosting,telegate,teledata,0,0.0
protocol_label_only_control,hist_gradient_boosting,telegate,telegate,0,0.0
retry_policy_inference,logistic_regression,retry_1,retry_1,16,0.4444444444444444
retry_policy_inference,logistic_regression,retry_1,retry_2,6,0.16666666666666666
retry_policy_inference,logistic_regression,retry_1,retry_4,14,0.3888888888888889
retry_policy_inference,logistic_regression,retry_2,retry_1,9,0.25
retry_policy_inference,logistic_regression,retry_2,retry_2,9,0.25
retry_policy_inference,logistic_regression,retry_2,retry_4,18,0.5
retry_policy_inference,logistic_regression,retry_4,retry_1,4,0.1111111111111111
retry_policy_inference,logistic_regression,retry_4,retry_2,8,0.2222222222222222
retry_policy_inference,logistic_regression,retry_4,retry_4,24,0.6666666666666666
retry_policy_inference,random_forest,retry_1,retry_1,12,0.3333333333333333
retry_policy_inference,random_forest,retry_1,retry_2,6,0.16666666666666666
retry_policy_inference,random_forest,retry_1,retry_4,18,0.5
retry_policy_inference,random_forest,retry_2,retry_1,4,0.1111111111111111
retry_policy_inference,random_forest,retry_2,retry_2,8,0.2222222222222222
retry_policy_inference,random_forest,retry_2,retry_4,24,0.6666666666666666
retry_policy_inference,random_forest,retry_4,retry_1,8,0.2222222222222222
retry_policy_inference,random_forest,retry_4,retry_2,6,0.16666666666666666
retry_policy_inference,random_forest,retry_4,retry_4,22,0.6111111111111112
retry_policy_inference,hist_gradient_boosting,retry_1,retry_1,6,0.16666666666666666
retry_policy_inference,hist_gradient_boosting,retry_1,retry_2,9,0.25
retry_policy_inference,hist_gradient_boosting,retry_1,retry_4,21,0.5833333333333334
retry_policy_inference,hist_gradient_boosting,retry_2,retry_1,3,0.08333333333333333
retry_policy_inference,hist_gradient_boosting,retry_2,retry_2,11,0.3055555555555556
retry_policy_inference,hist_gradient_boosting,retry_2,retry_4,22,0.6111111111111112
retry_policy_inference,hist_gradient_boosting,retry_4,retry_1,5,0.1388888888888889
retry_policy_inference,hist_gradient_boosting,retry_4,retry_2,8,0.2222222222222222
retry_policy_inference,hist_gradient_boosting,retry_4,retry_4,23,0.6388888888888888
service_class_inference,logistic_regression,high_fidelity,high_fidelity,33,0.9166666666666666
service_class_inference,logistic_regression,high_fidelity,low_latency,3,0.08333333333333333
service_class_inference,logistic_regression,low_latency,high_fidelity,2,0.05555555555555555
service_class_inference,logistic_regression,low_latency,low_latency,34,0.9444444444444444
service_class_inference,random_forest,high_fidelity,high_fidelity,31,0.8611111111111112
service_class_inference,random_forest,high_fidelity,low_latency,5,0.1388888888888889
service_class_inference,random_forest,low_latency,high_fidelity,5,0.1388888888888889
service_class_inference,random_forest,low_latency,low_latency,31,0.8611111111111112
service_class_inference,hist_gradient_boosting,high_fidelity,high_fidelity,32,0.8888888888888888
service_class_inference,hist_gradient_boosting,high_fidelity,low_latency,4,0.1111111111111111
service_class_inference,hist_gradient_boosting,low_latency,high_fidelity,3,0.08333333333333333
service_class_inference,hist_gradient_boosting,low_latency,low_latency,33,0.9166666666666666
service_label_only_control,logistic_regression,high_fidelity,high_fidelity,36,1.0
service_label_only_control,logistic_regression,high_fidelity,low_latency,0,0.0
service_label_only_control,logistic_regression,low_latency,high_fidelity,36,1.0
service_label_only_control,logistic_regression,low_latency,low_latency,0,0.0
service_label_only_control,random_forest,high_fidelity,high_fidelity,18,0.5
service_label_only_control,random_forest,high_fidelity,low_latency,18,0.5
service_label_only_control,random_forest,low_latency,high_fidelity,18,0.5
service_label_only_control,random_forest,low_latency,low_latency,18,0.5
service_label_only_control,hist_gradient_boosting,high_fidelity,high_fidelity,36,1.0
service_label_only_control,hist_gradient_boosting,high_fidelity,low_latency,0,0.0
service_label_only_control,hist_gradient_boosting,low_latency,high_fidelity,36,1.0
service_label_only_control,hist_gradient_boosting,low_latency,low_latency,0,0.0
