scenario_name,workload_name,trial_id,logical_component,sharing_mode,component_capacity,maximum_concurrent_occupancy,aggregate_occupancy_ns,capacity_limit,configured_component_capacity,capacity_respected,analysis_horizon_ns,aggregate_lane_utilization
partitioned_controller_admission_two_lanes,layered_bursty,3,switch_arbiter,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,3,switch_path,dedicated,1,2,7600.0,2,1,True,20000.0,0.19
partitioned_controller_admission_two_lanes,layered_bursty,3,transmission_segment,dedicated,1,2,6400.0,2,1,True,20000.0,0.16
partitioned_controller_admission_two_lanes,layered_bursty,4,controller_admission,partitioned,2,1,640.0,2,2,True,20000.0,0.016
partitioned_controller_admission_two_lanes,layered_bursty,4,destination_link_interface,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,4,source_link_interface,dedicated,1,2,9520.0,2,1,True,20000.0,0.238
partitioned_controller_admission_two_lanes,layered_bursty,4,switch_arbiter,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,4,switch_path,dedicated,1,2,7600.0,2,1,True,20000.0,0.19
partitioned_controller_admission_two_lanes,layered_bursty,4,transmission_segment,dedicated,1,2,6400.0,2,1,True,20000.0,0.16
partitioned_controller_admission_two_lanes,layered_bursty,5,controller_admission,partitioned,2,1,672.0,2,2,True,20085.931311062533,0.016728126507877906
partitioned_controller_admission_two_lanes,layered_bursty,5,destination_link_interface,dedicated,1,1,1008.0,2,1,True,20216.931311062533,0.02492959946518765
partitioned_controller_admission_two_lanes,layered_bursty,5,source_link_interface,dedicated,1,2,9996.0,2,1,True,20204.931311062533,0.24736535467772228
